order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,line_amount,category,gender,customer_region,loyalty_tier
O861642,C00441,P0003,5,29.4,2025-07-06,Delayed,Bank Transfer,South,0.1,132.3,Cleaning,Female,South,Bronze
O904297,C00496,P0017,4,23.18,2025-07-06,Delivered,Credit Card,East,0.1,83.45,Personal Care,Female,Central,Gold
O967382,C00057,P0015,1,39.08,2025-07-06,Cancelled,PayPal,Central,0.0,39.08,Storage,Male,Central,Gold
O432247,C00058,P0013,2,18.79,2025-07-06,Delivered,Bank Transfer,South,0.0,37.58,Cleaning,Male,West,Gold
O755268,C00451,P0012,1,20.08,2025-07-06,Delivered,Bank Transfer,West,0.05,19.08,Cleaning,Female,North,Gold
O335686,C00082,P0004,2,35.43,2025-07-06,Cancelled,Credit Card,West,0.15,60.23,Kitchen,Female,North,Gold
O709870,C00221,P0028,5,43.41,2025-07-06,Delayed,Credit Card,West,0.1,195.34,Outdoors,Female,West,Silver
O992635,C00033,P0021,1,41.44,2025-07-06,Delivered,PayPal,North,0.05,39.37,Kitchen,Other,North,Gold
O342614,C00300,P0007,1,25.2,2025-07-06,Delivered,PayPal,Central,0.2,20.16,Personal Care,Female,East,Bronze
O315059,C00355,P0011,3,9.3,2025-07-06,Delivered,PayPal,Central,0.05,26.51,Kitchen,Female,East,Silver
O911695,C00417,P0008,1,20.21,2025-07-06,Delayed,Bank Transfer,East,0.1,18.19,Storage,Female,Central,Gold
O748753,C00248,P0009,1,20.69,2025-07-06,Cancelled,Credit Card,North,0.1,18.62,Outdoors,Female,West,Gold
O609760,C00122,P0022,5,25.43,2025-07-06,Delayed,PayPal,Central,0.1,114.44,Cleaning,Female,Central,Gold
O263214,C00050,P0004,1,49.83,2025-07-06,Delivered,Credit Card,Central,0.05,47.34,Kitchen,Female,West,Bronze
O739731,C00217,P0003,3,47.01,2025-07-06,Delivered,Credit Card,East,0.1,126.93,Cleaning,Female,South,Bronze
O154588,C00037,P0015,4,33.8,2025-07-06,Delayed,Credit Card,Central,0.0,135.2,Storage,Female,East,Gold
O780231,C00394,P0001,4,46.96,2025-07-06,Delivered,Credit Card,Central,0.1,169.06,Storage,Male,Central,Gold
O364385,C00426,P0023,1,13.46,2025-07-06,Delayed,PayPal,East,0.15,11.44,Outdoors,Male,East,Gold
O498642,C00401,P0009,1,36.77,2025-07-06,Delivered,Credit Card,Central,0.2,29.42,Outdoors,Male,Central,Bronze
O470152,C00245,P0023,1,35.61,2025-07-06,Delivered,PayPal,South,0.2,28.49,Outdoors,Male,North,Gold
O440222,C00116,P0022,4,15.06,2025-07-06,Delivered,Credit Card,East,0.15,51.2,Cleaning,Female,East,Silver
O931358,C00123,P0027,5,19.01,2025-07-06,Cancelled,PayPal,East,0.1,85.55,Outdoors,Female,Central,Gold
O953285,C00040,P0019,5,36.35,2025-07-06,Delayed,PayPal,East,0.1,163.58,Kitchen,Female,East,Gold
O669115,C00487,P0025,5,36.9,2025-07-06,Delayed,Bank Transfer,East,0.0,184.5,Cleaning,Female,North,Gold
O705250,C00465,P0015,4,48.81,2025-07-06,Delayed,Bank Transfer,West,0.0,195.24,Storage,Female,Central,Gold
O666618,C00303,P0005,4,23.11,2025-07-06,Delivered,Credit Card,Central,0.15,78.57,Personal Care,Other,Central,Bronze
O624423,C00002,P0028,4,47.75,2025-07-06,Delivered,Bank Transfer,South,0.2,152.8,Outdoors,Female,Central,Gold
O429842,C00014,P0023,1,25.29,2025-07-06,Delivered,Credit Card,Central,0.1,22.76,Outdoors,Other,Central,Gold
O795724,C00480,P0028,1,48.93,2025-07-06,Delivered,Bank Transfer,South,0.1,44.04,Outdoors,Other,Central,Silver
O882653,C00332,P0005,3,44.01,2025-07-06,Cancelled,Credit Card,South,0.2,105.62,Personal Care,Male,East,Silver
O143476,C00343,P0015,3,43.64,2025-07-06,Delivered,Bank Transfer,West,0.1,117.83,Storage,Other,East,Silver
O524187,C00287,P0015,3,31.63,2025-07-06,Delivered,Credit Card,South,0.05,90.15,Storage,Female,South,Gold
O122913,C00486,P0020,3,49.8,2025-07-06,Delayed,Credit Card,South,0.05,141.93,Cleaning,Male,East,Gold
O656581,C00321,P0003,5,47.35,2025-07-06,Delivered,Bank Transfer,Central,0.1,213.08,Cleaning,Male,West,Silver
O195557,C00088,P0007,5,26.32,2025-07-06,Delayed,PayPal,East,0.15,111.86,Personal Care,Male,West,Bronze
O154851,C00107,P0024,2,24.21,2025-07-06,Delivered,PayPal,West,0.1,43.58,Storage,Female,North,Silver
O829511,C00335,P0005,2,9.56,2025-07-06,Delayed,Bank Transfer,South,0.0,19.12,Personal Care,Male,South,Gold
O150383,C00094,P0022,1,42.46,2025-07-06,Delivered,Credit Card,East,0.1,38.21,Cleaning,Female,Central,Silver
O460331,C00461,P0022,4,19.29,2025-07-06,Delivered,PayPal,North,0.05,73.3,Cleaning,Female,South,Silver
O649194,C00433,P0028,2,29.52,2025-07-06,Delayed,Credit Card,Central,0.05,56.09,Outdoors,Female,Central,Silver
O779184,C00045,P0017,4,14.32,2025-07-06,Delivered,Credit Card,Central,0.1,51.55,Personal Care,Female,West,Bronze
O178240,C00478,P0013,5,33.22,2025-07-06,Delayed,Credit Card,Central,0.05,157.79,Cleaning,Female,South,Gold
O221796,C00319,P0017,4,23.71,2025-07-06,Delayed,Bank Transfer,South,0.1,85.36,Personal Care,Male,West,Gold
O830712,C00077,P0027,3,13.14,2025-07-06,Cancelled,PayPal,North,0.15,33.51,Outdoors,Female,Central,Gold
O916245,C00390,P0010,1,24.57,2025-07-06,Delayed,PayPal,South,0.1,22.11,Cleaning,Female,East,Silver
O725263,C00013,P0013,5,35.05,2025-07-06,Delayed,Credit Card,South,0.05,166.49,Cleaning,Female,West,Gold
O274451,C00432,P0007,4,23.9,2025-07-06,Delayed,Credit Card,Central,0.1,86.04,Personal Care,Female,North,Bronze
O884688,C00389,P0009,5,28.63,2025-07-06,Cancelled,Credit Card,South,0.1,128.84,Outdoors,Female,Central,Gold
O462702,C00279,P0001,2,16.63,2025-07-06,Delayed,PayPal,West,0.05,31.6,Storage,Other,West,Gold
O428227,C00224,P0010,5,12.04,2025-07-06,Delivered,Credit Card,South,0.1,54.18,Cleaning,Female,West,Gold
O771682,C00015,P0019,3,25.85,2025-07-06,Cancelled,Credit Card,West,0.15,65.92,Kitchen,Female,Central,Bronze
O773768,C00098,P0016,5,32.3,2025-07-06,Delayed,Bank Transfer,North,0.1,145.35,Cleaning,Female,East,Gold
O133035,C00424,P0015,1,43.71,2025-07-06,Delayed,Credit Card,East,0.0,43.71,Storage,Other,West,Silver
O951029,C00337,P0030,5,17.16,2025-07-06,Delayed,Credit Card,Central,0.15,72.93,Cleaning,Male,Central,Gold
O141798,C00300,P0030,5,23.18,2025-07-06,Delivered,Bank Transfer,West,0.1,104.31,Cleaning,Female,East,Bronze
O377376,C00022,P0027,4,36.68,2025-07-06,Delivered,PayPal,South,0.05,139.38,Outdoors,Female,West,Silver
O544940,C00223,P0017,4,32.38,2025-07-06,Delayed,Bank Transfer,North,0.2,103.62,Personal Care,Female,South,Gold
O829181,C00173,P0025,5,26.69,2025-07-06,Delivered,Credit Card,East,0.05,126.78,Cleaning,Female,West,Gold
O982766,C00034,P0014,5,43.81,2025-07-06,Delayed,PayPal,South,0.1,197.14,Outdoors,Female,Central,Gold
O473456,C00251,P0030,2,40.61,2025-07-06,Cancelled,Credit Card,South,0.1,73.1,Cleaning,Male,North,Gold
O695415,C00138,P0003,2,37.1,2025-07-06,Delivered,Credit Card,East,0.1,66.78,Cleaning,Female,East,Gold
O306639,C00330,P0017,4,25.75,2025-07-06,Delayed,PayPal,South,0.05,97.85,Personal Care,Other,West,Bronze
O768035,C00222,P0023,4,26.43,2025-07-06,Delayed,PayPal,East,0.0,105.72,Outdoors,Female,East,Silver
O897258,C00303,P0012,5,21.61,2025-07-06,Delivered,PayPal,South,0.05,102.65,Cleaning,Other,Central,Bronze
O937627,C00403,P0009,2,9.11,2025-07-06,Delivered,Bank Transfer,East,0.2,14.58,Outdoors,Female,East,Silver
O866632,C00138,P0014,3,9.78,2025-07-06,Delayed,PayPal,Central,0.1,26.41,Outdoors,Female,East,Gold
O359280,C00369,P0029,5,22.28,2025-07-06,Delivered,Credit Card,East,0.2,89.12,Cleaning,Other,West,Bronze
O543791,C00312,P0013,4,25.04,2025-07-06,Delivered,Credit Card,Central,0.05,95.15,Cleaning,Other,North,Gold
O434424,C00183,P0028,2,19.38,2025-07-06,Cancelled,Credit Card,North,0.0,38.76,Outdoors,Female,South,Gold
O514374,C00160,P0023,4,29.24,2025-07-06,Delivered,Credit Card,East,0.1,105.26,Outdoors,Other,Central,Gold
O435796,C00314,P0026,1,37.81,2025-07-06,Cancelled,Credit Card,North,0.1,34.03,Storage,Female,South,Gold
O799391,C00314,P0026,1,8.61,2025-07-06,Delayed,PayPal,North,0.1,7.75,Storage,Female,South,Gold
O691926,C00224,P0005,2,49.92,2025-07-06,Delivered,Credit Card,North,0.0,99.84,Personal Care,Female,West,Gold
O493426,C00236,P0023,4,23.78,2025-07-06,Delivered,Credit Card,East,0.15,80.85,Outdoors,Other,North,Gold
O131726,C00286,P0001,1,22.18,2025-07-06,Delivered,Bank Transfer,North,0.05,21.07,Storage,Female,South,Bronze
O936136,C00429,P0021,4,8.91,2025-07-06,Cancelled,PayPal,South,0.05,33.86,Kitchen,Female,Central,Bronze
O162875,C00245,P0003,2,11.04,2025-07-06,Delayed,Bank Transfer,South,0.05,20.98,Cleaning,Male,North,Gold
O681637,C00449,P0029,5,20.53,2025-07-06,Delivered,PayPal,East,0.1,92.38,Cleaning,Female,East,Silver
O452246,C00440,P0012,3,8.29,2025-07-06,Delayed,Credit Card,West,0.1,22.38,Cleaning,Other,North,Gold
O588103,C00344,P0020,4,12.04,2025-07-06,Delivered,Credit Card,East,0.15,40.94,Cleaning,Female,West,Gold
O345298,C00365,P0024,2,23.12,2025-07-06,Delivered,PayPal,South,0.05,43.93,Storage,Male,West,Silver
O259676,C00023,P0003,5,29.67,2025-07-06,Delivered,PayPal,East,0.2,118.68,Cleaning,Male,East,Gold
O418853,C00162,P0021,1,44.85,2025-07-06,Cancelled,Bank Transfer,West,0.15,38.12,Kitchen,Female,West,Silver
O279565,C00183,P0011,1,8.62,2025-07-06,Delayed,Bank Transfer,East,0.1,7.76,Kitchen,Female,South,Gold
O574734,C00411,P0005,4,39.78,2025-07-06,Delivered,Credit Card,East,0.15,135.25,Personal Care,Male,East,Gold
O305437,C00008,P0026,3,16.59,2025-07-06,Delivered,Bank Transfer,East,0.05,47.28,Storage,Male,Central,Gold
O276556,C00363,P0006,4,34.96,2025-07-06,Delivered,Credit Card,North,0.0,139.84,Cleaning,Male,West,Gold
O256320,C00429,P0022,5,14.43,2025-07-06,Delayed,Bank Transfer,East,0.1,64.94,Cleaning,Female,Central,Bronze
O894163,C00360,P0004,2,9.28,2025-07-06,Cancelled,Credit Card,Central,0.2,14.85,Kitchen,Other,East,Silver
O420008,C00203,P0025,5,22.29,2025-07-06,Delivered,Credit Card,South,0.15,94.73,Cleaning,Female,West,Gold
O858056,C00187,P0025,5,39.65,2025-07-06,Delayed,Credit Card,North,0.0,198.25,Cleaning,Female,Central,Gold
O342709,C00492,P0027,2,14.06,2025-07-06,Delayed,Credit Card,North,0.2,22.5,Outdoors,Male,Central,Gold
O423810,C00237,P0010,1,27.83,2025-07-06,Delayed,Bank Transfer,West,0.1,25.05,Cleaning,Female,South,Bronze
O653028,C00473,P0002,3,30.96,2025-07-06,Delivered,Credit Card,North,0.0,92.88,Cleaning,Male,North,Bronze
O214142,C00324,P0023,1,19.17,2025-07-06,Delayed,PayPal,West,0.05,18.21,Outdoors,Female,Central,Gold
O250466,C00288,P0028,3,35.36,2025-07-06,Cancelled,PayPal,North,0.1,95.47,Outdoors,Other,North,Bronze
O669391,C00365,P0018,1,30.73,2025-07-06,Delayed,Credit Card,East,0.1,27.66,Storage,Male,West,Silver
O644220,C00265,P0012,1,16.39,2025-07-06,Delivered,Credit Card,West,0.1,14.75,Cleaning,Male,West,Gold
O914329,C00124,P0004,4,8.09,2025-07-06,Delayed,PayPal,North,0.1,29.12,Kitchen,Female,North,Gold
O848134,C00161,P0011,2,29.94,2025-07-06,Delayed,Bank Transfer,East,0.2,47.9,Kitchen,Other,West,Silver
O344254,C00040,P0012,5,33.03,2025-07-06,Delayed,Bank Transfer,North,0.1,148.64,Cleaning,Female,East,Gold
O822742,C00299,P0002,2,34.38,2025-07-06,Delivered,PayPal,Central,0.1,61.88,Cleaning,Unknown,Central,Silver
O663482,UNKNOWN_CUSTOMER,P0029,3,18.89,2025-07-06,Cancelled,PayPal,West,0.05,53.84,Cleaning,Female,South,Bronze
O663482,UNKNOWN_CUSTOMER,P0029,3,18.89,2025-07-06,Cancelled,PayPal,West,0.05,53.84,Cleaning,Other,Central,Silver
O663482,UNKNOWN_CUSTOMER,P0029,3,18.89,2025-07-06,Cancelled,PayPal,West,0.05,53.84,Cleaning,Male,Central,Silver
O774094,C00305,P0024,2,13.07,2025-07-06,Delivered,Credit Card,East,0.15,22.22,Storage,Male,Central,Silver
O381084,C00326,P0001,1,20.5,2025-07-06,Delivered,PayPal,North,0.15,17.42,Storage,Female,East,Gold
O483215,C00464,P0006,1,18.9,2025-07-06,Cancelled,Credit Card,Central,0.15,16.06,Cleaning,Male,Central,Gold
O328687,C00233,P0027,3,48.62,2025-07-06,Delayed,Bank Transfer,South,0.1,131.27,Outdoors,Other,Central,Silver
O896446,C00395,P0014,5,9.21,2025-07-06,Delivered,Credit Card,South,0.05,43.75,Outdoors,Male,East,Gold
O588020,C00161,P0013,5,8.84,2025-07-06,Cancelled,Credit Card,West,0.15,37.57,Cleaning,Other,West,Silver
O687548,C00500,P0004,2,45.04,2025-07-06,Cancelled,Unknown,West,0.15,76.57,Kitchen,Male,North,Gold
O147181,C00479,P0022,5,25.34,2025-07-06,Delivered,Credit Card,East,0.1,114.03,Cleaning,Male,South,Gold
O593075,C00112,P0012,4,13.78,2025-07-06,Delivered,PayPal,West,0.0,55.12,Cleaning,Male,North,Bronze
O565819,C00023,P0005,5,42.62,2025-07-06,Delayed,Credit Card,Central,0.0,213.1,Personal Care,Male,East,Gold
UNKNOWN_ORDER,C00237,P0013,1,39.26,2025-07-06,Delayed,Credit Card,West,0.2,31.41,Cleaning,Female,South,Bronze
O171169,C00129,P0024,3,21.2,2025-07-06,Cancelled,Credit Card,Central,0.1,57.24,Storage,Female,West,Gold
O975839,C00485,P0017,3,24.58,2025-07-06,Cancelled,Credit Card,North,0.2,58.99,Personal Care,Male,South,Bronze
O519294,C00136,P0029,1,24.88,2025-07-06,Delivered,Credit Card,North,0.2,19.9,Cleaning,Male,Central,Gold
O801334,C00405,P0008,5,43.83,2025-07-06,Delivered,Bank Transfer,East,0.15,186.28,Storage,Other,West,Silver
O862387,C00492,P0024,5,30.57,2025-07-06,Delayed,PayPal,Central,0.1,137.56,Storage,Male,Central,Gold
O208235,C00303,P0012,1,21.04,2025-07-06,Delayed,Credit Card,Central,0.15,17.88,Cleaning,Other,Central,Bronze
O885156,C00308,P0016,4,21.79,2025-07-06,Delayed,Bank Transfer,East,0.15,74.09,Cleaning,Other,East,Bronze
O660174,C00129,P0006,3,24.59,2025-07-06,Delivered,Bank Transfer,Central,0.1,66.39,Cleaning,Female,West,Gold
O473706,C00095,P0025,5,11.87,2025-07-06,Delivered,Credit Card,Central,0.1,53.42,Cleaning,Male,Unknown,Gold
O338738,C00151,P0012,4,15.84,2025-07-06,Delivered,Credit Card,North,0.15,53.86,Cleaning,Female,Central,Gold
O725897,C00307,P0014,4,17.65,2025-07-06,Delivered,Credit Card,East,0.05,67.07,Outdoors,Male,South,Bronze
O735212,C00338,P0029,5,30.49,2025-07-06,Cancelled,Credit Card,North,0.05,144.83,Cleaning,Male,South,Gold
O147347,C00253,P0015,4,13.8,2025-07-06,Delayed,PayPal,North,0.15,46.92,Storage,Male,East,Gold
O547571,C00204,P0009,4,9.04,2025-07-06,Delayed,Credit Card,North,0.15,30.74,Outdoors,Female,South,Silver
O375240,C00297,P0019,4,24.62,2025-07-06,Delayed,Bank Transfer,North,0.1,88.63,Kitchen,Other,South,Silver
O422085,C00340,P0017,1,36.99,2025-07-06,Delayed,Credit Card,South,0.2,29.59,Personal Care,Male,Central,Bronze
O718740,C00477,P0028,1,37.18,2025-07-06,Delayed,Bank Transfer,North,0.2,29.74,Outdoors,Male,West,Bronze
O988124,C00335,P0023,1,41.95,2025-07-06,Delivered,PayPal,North,0.05,39.85,Outdoors,Male,South,Gold
O467892,C00035,P0025,1,42.54,2025-07-06,Delayed,Bank Transfer,East,0.05,40.41,Cleaning,Other,South,Silver
O595276,C00404,P0025,5,43.59,2025-07-06,Delayed,Credit Card,East,0.05,207.05,Cleaning,Male,East,Gold
O268087,C00176,P0017,1,16.4,2025-07-06,Delayed,Bank Transfer,Central,0.15,13.94,Personal Care,Other,South,Bronze
O853253,C00118,P0008,3,34.5,2025-07-06,Delivered,Credit Card,North,0.05,98.32,Storage,Male,East,Silver
O421603,C00364,P0013,4,27.97,2025-07-06,Delayed,Credit Card,North,0.2,89.5,Cleaning,Female,South,Silver
O539256,C00306,P0010,4,30.81,2025-07-06,Cancelled,Credit Card,North,0.1,110.92,Cleaning,Female,Central,Gold
O259687,C00196,P0018,4,21.52,2025-07-06,Delivered,Credit Card,East,0.05,81.78,Storage,Female,South,Gold
O313202,C00345,P0003,5,20.8,2025-07-06,Delayed,PayPal,North,0.15,88.4,Cleaning,Female,West,Gold
O164487,C00350,P0002,1,40.21,2025-07-06,Delayed,PayPal,South,0.15,34.18,Cleaning,Female,North,Silver
O202818,C00116,P0008,2,18.98,2025-07-06,Delivered,PayPal,North,0.2,30.37,Storage,Female,East,Silver
O924045,C00479,P0021,4,40.44,2025-07-06,Delivered,Credit Card,West,0.1,145.58,Kitchen,Male,South,Gold
O822353,C00048,P0007,1,26.41,2025-07-06,Delayed,Bank Transfer,West,0.0,26.41,Personal Care,Female,East,Gold
O261115,C00072,P0025,5,39.67,2025-07-06,Delayed,Credit Card,East,0.15,168.6,Cleaning,Female,East,Gold
O895098,C00298,P0006,2,11.68,2025-07-06,Delayed,Bank Transfer,West,0.05,22.19,Cleaning,Female,East,Bronze
O770630,C00354,P0017,2,8.85,2025-07-06,Delayed,Credit Card,Central,0.1,15.93,Personal Care,Male,Central,Silver
O450483,C00467,P0010,4,34.2,2025-07-06,Delivered,Credit Card,East,0.1,123.12,Cleaning,Other,North,Gold
O690808,C00001,P0024,5,21.12,2025-07-06,Cancelled,Bank Transfer,Central,0.0,105.6,Storage,Male,Central,Silver
O555342,C00057,P0011,2,17.08,2025-07-06,Cancelled,Credit Card,Central,0.05,32.45,Kitchen,Male,Central,Gold
O243405,C00395,P0003,5,44.94,2025-07-06,Delivered,Credit Card,West,0.0,224.7,Cleaning,Male,East,Gold
O684179,C00139,P0016,4,26.16,2025-07-06,Delayed,Bank Transfer,North,0.2,83.71,Cleaning,Other,Central,Bronze
O566226,C00141,P0025,1,14.46,2025-07-06,Delayed,Bank Transfer,West,0.1,13.01,Cleaning,Female,Central,Gold
O547053,C00315,P0021,1,11.8,2025-07-06,Cancelled,Credit Card,Central,0.05,11.21,Kitchen,Other,South,Gold
O380869,C00105,P0006,4,40.05,2025-07-06,Delivered,Credit Card,East,0.1,144.18,Cleaning,Male,West,Gold
O378230,C00496,P0015,5,48.0,2025-07-06,Cancelled,PayPal,North,0.1,216.0,Storage,Female,Central,Gold
O877478,C00293,P0027,5,11.45,2025-07-06,Cancelled,PayPal,South,0.0,57.25,Outdoors,Female,South,Silver
O590450,C00283,P0024,2,45.91,2025-07-06,Delivered,Credit Card,West,0.1,82.64,Storage,Female,East,Gold
O174098,C00191,P0011,4,29.47,2025-07-06,Cancelled,Credit Card,West,0.05,111.99,Kitchen,Other,East,Silver
O994508,C00490,P0019,4,38.16,2025-07-06,Delayed,PayPal,East,0.05,145.01,Kitchen,Male,North,Silver
O934833,C00259,P0019,5,40.4,2025-07-06,Delayed,Bank Transfer,East,0.15,171.7,Kitchen,Female,West,Gold
O237777,C00189,P0009,2,49.88,2025-07-06,Delivered,Credit Card,East,0.15,84.8,Outdoors,Male,North,Bronze
O520929,C00388,P0004,3,31.5,2025-07-06,Cancelled,Credit Card,West,0.0,94.5,Kitchen,Male,North,Gold
O127255,C00118,P0028,3,40.92,2025-07-06,Delivered,Credit Card,North,0.1,110.48,Outdoors,Male,East,Silver
O124099,C00002,P0029,4,10.19,2025-07-06,Delayed,PayPal,Central,0.1,36.68,Cleaning,Female,Central,Gold
O821166,C00297,P0013,2,21.51,2025-07-06,Delivered,Credit Card,Central,0.0,43.02,Cleaning,Other,South,Silver
O558160,C00436,P0011,3,49.68,2025-07-06,Delivered,Credit Card,West,0.0,149.04,Kitchen,Female,North,Gold
O530112,C00140,P0026,3,35.25,2025-07-06,Cancelled,Bank Transfer,South,0.1,95.18,Storage,Female,South,Silver
O789327,C00107,P0001,5,33.92,2025-07-06,Delayed,Credit Card,Central,0.15,144.16,Storage,Female,North,Silver
O520041,C00396,P0020,2,25.53,2025-07-06,Delivered,Credit Card,East,0.0,51.06,Cleaning,Male,North,Gold
O812856,C00178,P0011,5,28.67,2025-07-06,Delayed,Credit Card,South,0.05,136.18,Kitchen,Female,North,Silver
O405877,C00246,P0028,4,30.96,2025-07-06,Cancelled,Credit Card,West,0.1,111.46,Outdoors,Male,South,Gold
O129987,C00070,P0001,1,25.34,2025-07-06,Delivered,Credit Card,West,0.15,21.54,Storage,Male,Central,Gold
O780120,C00235,P0001,4,42.21,2025-07-06,Delivered,PayPal,South,0.1,151.96,Storage,Other,South,Silver
O670776,C00457,P0015,5,47.37,2025-07-06,Delivered,PayPal,East,0.15,201.32,Storage,Female,South,Gold
O562749,C00149,P0004,2,16.5,2025-07-06,Delivered,Credit Card,Central,0.1,29.7,Kitchen,Male,East,Gold
O219645,C00324,P0015,2,43.3,2025-07-06,Delivered,Bank Transfer,Central,0.05,82.27,Storage,Female,Central,Gold
O777494,C00384,P0011,1,39.37,2025-07-06,Delivered,PayPal,North,0.0,39.37,Kitchen,Female,South,Bronze
O237033,C00150,P0025,2,22.02,2025-07-06,Delivered,Credit Card,North,0.15,37.43,Cleaning,Female,West,Bronze
O648757,C00421,P0013,4,47.71,2025-07-06,Delivered,PayPal,North,0.15,162.21,Cleaning,Female,West,Gold
O647630,C00004,P0029,1,21.31,2025-07-06,Delivered,Credit Card,East,0.15,18.11,Cleaning,Female,Central,Gold
O651709,C00013,P0021,1,12.97,2025-07-06,Delayed,Credit Card,Central,0.2,10.38,Kitchen,Female,West,Gold
O544183,C00145,P0023,2,32.34,2025-07-06,Delivered,Credit Card,West,0.15,54.98,Outdoors,Male,Central,Bronze
O704629,C00075,P0011,4,16.78,2025-07-06,Delayed,PayPal,West,0.0,67.12,Kitchen,Other,North,Gold
O207449,C00059,P0016,4,18.09,2025-07-06,Delivered,Bank Transfer,West,0.15,61.51,Cleaning,Female,West,Bronze
O873643,C00383,P0018,2,27.28,2025-07-06,Delayed,Credit Card,Central,0.1,49.1,Storage,Female,North,Gold
O252666,C00286,P0006,2,45.68,2025-07-06,Delayed,Credit Card,North,0.0,91.36,Cleaning,Female,South,Bronze
O128974,C00061,P0014,2,24.23,2025-07-06,Cancelled,Credit Card,South,0.1,43.61,Outdoors,Female,North,Gold
O862195,C00434,P0014,3,45.33,2025-07-06,Delayed,PayPal,North,0.05,129.19,Outdoors,Male,West,Gold
O366703,C00097,P0002,3,31.25,2025-07-06,Delivered,Bank Transfer,West,0.1,84.38,Cleaning,Female,East,Silver
O471539,C00382,P0006,5,43.62,2025-07-06,Delayed,Credit Card,West,0.15,185.38,Cleaning,Female,East,Gold
O804552,C00184,P0027,3,31.04,2025-07-06,Delivered,Credit Card,East,0.15,79.15,Outdoors,Female,North,Silver
O357272,C00056,P0008,2,31.77,2025-07-06,Delivered,Bank Transfer,East,0.0,63.54,Storage,Male,South,Bronze
O774563,C00424,P0016,5,14.15,2025-07-06,Delayed,PayPal,East,0.05,67.21,Cleaning,Other,West,Silver
O934656,C00289,P0001,5,37.49,2025-07-06,Delivered,Bank Transfer,East,0.05,178.08,Storage,Female,West,Gold
O526816,C00146,P0029,1,29.25,2025-07-06,Delayed,PayPal,Central,0.0,29.25,Cleaning,Female,East,Silver
O620883,C00018,P0029,2,31.05,2025-07-06,Delayed,Credit Card,West,0.15,52.78,Cleaning,Female,North,Bronze
O234459,C00436,P0020,1,43.13,2025-07-06,Delayed,PayPal,East,0.0,43.13,Cleaning,Female,North,Gold
O508819,C00338,P0003,3,10.22,2025-07-06,Delivered,Credit Card,North,0.2,24.53,Cleaning,Male,South,Gold
O803369,C00025,P0025,3,19.25,2025-07-06,Delivered,PayPal,West,0.05,54.86,Cleaning,Female,North,Gold
O210647,C00474,P0017,3,26.97,2025-07-06,Delivered,Bank Transfer,North,0.1,72.82,Personal Care,Female,East,Bronze
O935826,C00349,P0003,3,47.14,2025-07-06,Cancelled,Credit Card,West,0.2,113.14,Cleaning,Female,East,Gold
O689778,C00050,P0012,2,40.78,2025-07-06,Delivered,Credit Card,South,0.2,65.25,Cleaning,Female,West,Bronze
O613412,C00153,P0013,3,43.99,2025-07-06,Delayed,Credit Card,North,0.15,112.17,Cleaning,Male,West,Gold
O553182,C00431,P0010,2,45.29,2025-07-06,Delayed,Bank Transfer,South,0.2,72.46,Cleaning,Female,Central,Gold
O713835,C00400,P0014,4,16.96,2025-07-06,Delayed,Credit Card,South,0.05,64.45,Outdoors,Male,Central,Gold
O288328,C00109,P0001,4,36.4,2025-07-06,Delayed,Credit Card,North,0.0,145.6,Storage,Other,East,Bronze
O715915,C00327,P0006,5,42.03,2025-07-06,Cancelled,Bank Transfer,Central,0.0,210.15,Cleaning,Male,East,Bronze
O704671,C00485,P0030,4,18.25,2025-07-06,Cancelled,Credit Card,East,0.1,65.7,Cleaning,Male,South,Bronze
O918997,C00179,P0015,2,40.85,2025-07-06,Delivered,Credit Card,East,0.0,81.7,Storage,Female,South,Gold
O993816,C00372,P0015,3,35.97,2025-07-06,Delayed,Credit Card,South,0.0,107.91,Storage,Unknown,Unknown,Unknown
O172437,C00497,P0007,3,49.03,2025-07-06,Cancelled,Bank Transfer,South,0.2,117.67,Personal Care,Unknown,West,Gold
O820253,C00011,P0012,3,29.74,2025-07-06,Delivered,Credit Card,Central,0.05,84.76,Cleaning,Other,East,Silver
O345973,C00439,P0007,2,14.74,2025-07-06,Delivered,PayPal,Central,0.05,28.01,Personal Care,Other,North,Bronze
O912757,C00248,P0025,1,29.3,2025-07-06,Delayed,Unknown,East,0.05,27.84,Cleaning,Female,West,Gold
O366447,C00410,P0023,4,17.36,2025-07-06,Delayed,Bank Transfer,North,0.1,62.5,Outdoors,Female,North,Silver
O363324,C00016,P0009,5,27.16,2025-07-06,Delayed,Credit Card,North,0.05,129.01,Outdoors,Other,North,Gold
O151706,C00032,P0011,5,43.37,2025-07-06,Delayed,Bank Transfer,North,0.2,173.48,Kitchen,Female,East,Gold
O786607,C00447,P0006,5,27.94,2025-07-06,Delivered,Bank Transfer,North,0.05,132.72,Cleaning,Female,Central,Silver
O156068,C00264,P0002,1,9.81,2025-07-06,Delayed,PayPal,North,0.15,8.34,Cleaning,Female,Central,Bronze
O305019,C00262,P0019,4,29.64,2025-07-06,Delayed,Credit Card,Central,0.1,106.7,Kitchen,Female,South,Gold
O236527,C00056,P0029,4,35.73,2025-07-06,Delayed,PayPal,West,0.1,128.63,Cleaning,Male,South,Bronze
O285283,C00353,P0006,3,45.28,2025-07-06,Delayed,PayPal,North,0.1,122.26,Cleaning,Other,West,Gold
