customer_id,total_spent,avg_order_value,num_purchases,total_quantity,has_discount,days_since_first_purchase,days_since_last_purchase,purchase_frequency,preferred_category,gender,customer_region,loyalty_tier
C00337,227.48,45.5,5,16,1,0,0,0.0,Cleaning,Male,Central,Gold
C00338,408.77,51.1,8,18,1,0,0,0.0,Cleaning,Male,South,Gold
C00339,362.64,90.66,4,12,1,0,0,0.0,Cleaning,Female,North,Gold
C00340,288.94,72.24,4,11,1,0,0,0.0,Cleaning,Male,Central,Bronze
C00341,103.68,103.68,1,4,1,0,0,0.0,Personal Care,Female,Central,Silver
C00342,410.32,68.39,6,20,1,0,0,0.0,Personal Care,Other,East,Unknown
C00343,717.69,71.77,10,39,1,0,0,0.0,Storage,Other,East,Silver
C00344,700.26,87.53,8,29,1,0,0,0.0,Cleaning,Female,West,Gold
C00345,793.41,113.34,7,27,1,0,0,0.0,Cleaning,Female,West,Gold
C00346,275.43,91.81,3,10,1,0,0,0.0,Outdoors,Male,Unknown,Gold
C00347,485.53,69.36,7,17,1,0,0,0.0,Cleaning,Male,East,Gold
C00348,354.77,59.13,6,14,1,0,0,0.0,Storage,Female,West,Gold
C00349,607.88,121.58,5,16,1,0,0,0.0,Cleaning,Female,East,Gold
C00350,685.9,76.21,9,30,1,0,0,0.0,Cleaning,Female,North,Silver
C00351,384.44,64.07,6,18,1,0,0,0.0,Cleaning,Female,South,Gold
C00352,455.41,75.9,6,20,1,0,0,0.0,Outdoors,Other,West,Gold
C00353,262.83,65.71,4,10,1,0,0,0.0,Cleaning,Other,West,Gold
C00354,93.13,46.56,2,6,1,0,0,0.0,Cleaning,Male,Central,Silver
C00355,326.31,108.77,3,11,1,0,0,0.0,Storage,Female,East,Silver
C00356,203.46,50.86,4,7,1,0,0,0.0,Personal Care,Female,South,Gold
C00357,637.6,91.09,7,23,1,0,0,0.0,Personal Care,Male,Central,Silver
C00358,910.18,101.13,9,28,1,0,0,0.0,Kitchen,Female,West,Gold
C00359,450.68,75.11,6,26,1,0,0,0.0,Outdoors,Male,West,Gold
C00360,198.74,66.25,3,8,1,0,0,0.0,Cleaning,Other,East,Silver
C00361,143.03,47.68,3,10,1,0,0,0.0,Outdoors,Female,West,Bronze
C00362,898.1,112.26,8,26,1,0,0,0.0,Cleaning,Male,East,Gold
C00363,657.16,73.02,9,23,1,0,0,0.0,Cleaning,Male,West,Gold
C00364,235.19,58.8,4,14,1,0,0,0.0,Cleaning,Female,South,Silver
C00365,1018.1,84.84,12,32,1,0,0,0.0,Outdoors,Male,West,Silver
C00366,483.97,80.66,6,23,1,0,0,0.0,Cleaning,Female,North,Bronze
C00367,115.97,115.97,1,3,1,0,0,0.0,Storage,Female,North,Silver
C00368,340.01,68.0,5,11,1,0,0,0.0,Storage,Female,East,Silver
C00369,685.47,62.32,11,34,1,0,0,0.0,Cleaning,Other,West,Bronze
C00370,475.02,67.86,7,21,1,0,0,0.0,Cleaning,Female,East,Gold
C00371,905.93,100.66,9,32,1,0,0,0.0,Kitchen,Other,North,Silver
C00372,454.42,64.92,7,21,1,0,0,0.0,Storage,Unknown,Unknown,Unknown
C00373,503.75,71.96,7,21,1,0,0,0.0,Cleaning,Male,Central,Gold
C00374,328.82,41.1,8,19,1,0,0,0.0,Cleaning,Female,North,Gold
C00375,249.03,83.01,3,9,1,0,0,0.0,Cleaning,Other,West,Silver
C00376,617.69,88.24,7,21,1,0,0,0.0,Personal Care,Female,South,Bronze
C00377,538.0,53.8,10,23,1,0,0,0.0,Cleaning,Female,Central,Bronze
C00378,307.94,51.32,6,12,1,0,0,0.0,Cleaning,Male,South,Gold
C00379,260.73,65.18,4,8,1,0,0,0.0,Kitchen,Male,North,Gold
C00380,804.0,114.86,7,24,1,0,0,0.0,Personal Care,Male,South,Gold
C00381,719.5,79.94,9,29,1,0,0,0.0,Cleaning,Male,South,Gold
C00382,638.92,106.49,6,23,1,0,0,0.0,Cleaning,Female,East,Gold
C00383,284.57,56.91,5,12,1,0,0,0.0,Cleaning,Female,North,Gold
C00384,302.33,100.78,3,10,0,0,0,0.0,Outdoors,Female,South,Bronze
C00385,1472.67,98.18,15,54,1,0,0,0.0,Kitchen,Male,South,Gold
C00386,404.11,57.73,7,17,1,0,0,0.0,Kitchen,Other,East,Gold
C00387,519.71,103.94,5,16,1,0,0,0.0,Outdoors,Female,North,Gold
C00388,876.93,109.62,8,24,1,0,0,0.0,Cleaning,Male,North,Gold
C00389,622.75,88.96,7,22,1,0,0,0.0,Cleaning,Female,Central,Gold
C00390,752.65,107.52,7,22,1,0,0,0.0,Outdoors,Female,East,Silver
C00391,54.22,54.22,1,4,1,0,0,0.0,Kitchen,Other,North,Bronze
C00392,489.75,69.96,7,19,1,0,0,0.0,Storage,Female,West,Gold
C00393,406.65,101.66,4,13,1,0,0,0.0,Outdoors,Female,North,Gold
C00394,368.3,92.08,4,12,1,0,0,0.0,Kitchen,Male,Central,Gold
C00395,709.37,141.87,5,22,1,0,0,0.0,Cleaning,Male,East,Gold
C00396,596.44,54.22,11,24,1,0,0,0.0,Kitchen,Male,North,Gold
C00397,312.81,62.56,5,14,1,0,0,0.0,Cleaning,Female,North,Silver
C00398,444.13,88.83,5,15,1,0,0,0.0,Cleaning,Other,Central,Bronze
C00399,358.0,59.67,6,18,1,0,0,0.0,Cleaning,Male,North,Bronze
C00400,328.64,65.73,5,15,1,0,0,0.0,Kitchen,Male,Central,Gold
C00401,155.76,31.15,5,9,1,0,0,0.0,Outdoors,Male,Central,Bronze
C00402,107.3,35.77,3,6,1,0,0,0.0,Cleaning,Female,South,Silver
C00403,350.55,43.82,8,24,1,0,0,0.0,Outdoors,Female,East,Silver
C00404,820.8,91.2,9,33,1,0,0,0.0,Cleaning,Male,East,Gold
C00405,809.43,80.94,10,32,1,0,0,0.0,Kitchen,Other,West,Silver
C00406,290.07,96.69,3,8,1,0,0,0.0,Cleaning,Female,North,Bronze
C00407,260.79,52.16,5,11,1,0,0,0.0,Cleaning,Female,East,Gold
C00408,802.03,114.58,7,27,1,0,0,0.0,Outdoors,Male,East,Bronze
C00409,197.94,49.48,4,12,1,0,0,0.0,Outdoors,Female,Central,Gold
C00410,438.99,87.8,5,16,1,0,0,0.0,Cleaning,Female,North,Silver
C00411,755.32,107.9,7,26,1,0,0,0.0,Cleaning,Male,East,Gold
C00413,253.72,126.86,2,6,1,0,0,0.0,Storage,Female,Central,Gold
C00414,619.79,88.54,7,21,1,0,0,0.0,Cleaning,Male,South,Gold
C00415,327.44,54.57,6,17,1,0,0,0.0,Cleaning,Female,South,Gold
C00416,419.19,139.73,3,11,1,0,0,0.0,Personal Care,Female,West,Gold
C00417,494.89,82.48,6,16,1,0,0,0.0,Cleaning,Female,Central,Gold
C00418,755.16,125.86,6,21,1,0,0,0.0,Cleaning,Male,North,Gold
C00419,588.64,117.73,5,18,1,0,0,0.0,Cleaning,Female,South,Bronze
C00420,173.74,57.91,3,5,1,0,0,0.0,Cleaning,Male,East,Bronze
C00421,805.42,73.22,11,25,1,0,0,0.0,Cleaning,Female,West,Gold
C00422,501.69,71.67,7,17,1,0,0,0.0,Cleaning,Other,North,Silver
C00423,339.26,84.82,4,12,1,0,0,0.0,Cleaning,Male,East,Bronze
C00424,226.75,56.69,4,11,1,0,0,0.0,Cleaning,Other,West,Silver
C00425,371.92,92.98,4,15,1,0,0,0.0,Cleaning,Male,North,Bronze
C00426,495.22,70.75,7,18,1,0,0,0.0,Cleaning,Male,East,Gold
C00427,188.2,94.1,2,5,1,0,0,0.0,Personal Care,Unknown,South,Silver
C00428,605.62,67.29,9,22,1,0,0,0.0,Cleaning,Female,North,Gold
C00429,705.33,100.76,7,23,1,0,0,0.0,Kitchen,Female,Central,Bronze
C00430,410.13,82.03,5,13,1,0,0,0.0,Cleaning,Female,East,Gold
C00431,1007.66,125.96,8,28,1,0,0,0.0,Cleaning,Female,Central,Gold
C00432,320.84,106.95,3,14,1,0,0,0.0,Cleaning,Female,North,Bronze
C00433,230.24,46.05,5,10,1,0,0,0.0,Outdoors,Female,Central,Silver
C00434,502.57,83.76,6,19,1,0,0,0.0,Outdoors,Male,West,Gold
C00435,334.56,111.52,3,12,1,0,0,0.0,Cleaning,Male,Central,Silver
C00436,711.58,79.06,9,22,1,0,0,0.0,Kitchen,Female,North,Gold
C00437,130.43,43.48,3,6,1,0,0,0.0,Cleaning,Other,West,Silver
C00438,542.7,108.54,5,15,1,0,0,0.0,Personal Care,Other,Central,Gold
C00439,188.06,37.61,5,15,1,0,0,0.0,Cleaning,Other,North,Bronze
C00440,856.6,71.38,12,40,1,0,0,0.0,Cleaning,Other,North,Gold
C00441,822.93,82.29,10,34,1,0,0,0.0,Cleaning,Female,South,Bronze
C00442,636.01,106.0,6,21,1,0,0,0.0,Personal Care,Male,North,Bronze
C00443,800.89,100.11,8,29,1,0,0,0.0,Outdoors,Female,West,Silver
C00444,16.01,16.01,1,2,1,0,0,0.0,Storage,Female,West,Gold
C00445,777.36,129.56,6,29,1,0,0,0.0,Outdoors,Male,West,Silver
C00446,190.67,38.13,5,8,1,0,0,0.0,Outdoors,Other,West,Silver
C00447,744.01,67.64,11,37,1,0,0,0.0,Outdoors,Female,Central,Silver
C00448,169.95,84.98,2,6,1,0,0,0.0,Kitchen,Female,South,Silver
C00449,629.2,57.2,11,29,1,0,0,0.0,Cleaning,Female,East,Silver
C00450,652.77,65.28,10,30,1,0,0,0.0,Cleaning,Female,East,Gold
C00451,660.54,73.39,9,27,1,0,0,0.0,Cleaning,Female,North,Gold
C00452,37.16,37.16,1,1,0,0,0,0.0,Cleaning,Female,West,Bronze
C00453,607.26,101.21,6,17,1,0,0,0.0,Cleaning,Male,West,Silver
C00454,207.89,51.97,4,11,1,0,0,0.0,Cleaning,Female,South,Gold
C00455,481.98,68.85,7,20,1,0,0,0.0,Storage,Male,South,Silver
C00456,382.82,63.8,6,17,1,0,0,0.0,Kitchen,Male,East,Bronze
C00457,454.84,90.97,5,17,1,0,0,0.0,Cleaning,Female,South,Gold
C00458,310.53,77.63,4,13,1,0,0,0.0,Cleaning,Other,North,Gold
C00459,431.91,61.7,7,22,1,0,0,0.0,Cleaning,Female,North,Gold
C00460,598.05,99.68,6,26,1,0,0,0.0,Cleaning,Other,West,Gold
C00461,391.54,65.26,6,20,1,0,0,0.0,Outdoors,Female,South,Silver
C00462,718.47,102.64,7,27,1,0,0,0.0,Cleaning,Other,West,Gold
C00463,429.14,85.83,5,18,1,0,0,0.0,Storage,Other,West,Bronze
C00464,510.2,56.69,9,20,1,0,0,0.0,Kitchen,Male,Central,Gold
C00465,421.47,105.37,4,11,1,0,0,0.0,Storage,Female,Central,Gold
C00466,239.2,59.8,4,9,1,0,0,0.0,Cleaning,Male,North,Gold
C00467,530.01,132.5,4,16,1,0,0,0.0,Cleaning,Other,North,Gold
C00468,330.92,66.18,5,12,1,0,0,0.0,Cleaning,Female,North,Gold
C00469,761.39,95.17,8,23,1,0,0,0.0,Cleaning,Female,North,Silver
C00470,431.54,61.65,7,17,1,0,0,0.0,Outdoors,Female,North,Silver
C00471,540.93,49.18,11,32,1,0,0,0.0,Personal Care,Unknown,Unknown,Unknown
C00472,332.54,83.14,4,11,1,0,0,0.0,Personal Care,Male,South,Silver
C00473,962.69,96.27,10,41,1,0,0,0.0,Cleaning,Male,North,Bronze
C00474,392.61,65.44,6,16,1,0,0,0.0,Outdoors,Female,East,Bronze
C00475,435.62,62.23,7,21,1,0,0,0.0,Cleaning,Female,North,Bronze
C00476,295.01,98.34,3,8,1,0,0,0.0,Personal Care,Female,East,Bronze
C00477,95.7,31.9,3,5,1,0,0,0.0,Kitchen,Male,West,Bronze
C00478,788.52,98.56,8,30,1,0,0,0.0,Cleaning,Female,South,Gold
C00479,1123.61,102.15,11,39,1,0,0,0.0,Cleaning,Male,South,Gold
C00480,1002.16,91.11,11,39,1,0,0,0.0,Cleaning,Other,Central,Silver
C00481,252.91,63.23,4,8,1,0,0,0.0,Cleaning,Female,North,Gold
C00482,145.21,72.6,2,4,1,0,0,0.0,Cleaning,Male,West,Gold
C00483,389.83,55.69,7,21,1,0,0,0.0,Cleaning,Female,East,Gold
C00484,310.29,62.06,5,10,1,0,0,0.0,Cleaning,Male,North,Gold
C00485,248.84,49.77,5,12,1,0,0,0.0,Cleaning,Male,South,Bronze
C00486,771.68,85.74,9,28,1,0,0,0.0,Storage,Male,East,Gold
C00487,477.52,95.5,5,14,1,0,0,0.0,Cleaning,Female,North,Gold
C00488,331.34,66.27,5,13,1,0,0,0.0,Cleaning,Male,North,Silver
C00489,313.69,78.42,4,10,1,0,0,0.0,Kitchen,Female,West,Bronze
C00490,368.84,61.47,6,13,1,0,0,0.0,Cleaning,Male,North,Silver
C00491,892.76,81.16,11,29,1,0,0,0.0,Cleaning,Other,Central,Gold
C00492,569.1,63.23,9,26,1,0,0,0.0,Storage,Male,Central,Gold
C00493,573.35,63.71,9,28,1,0,0,0.0,Cleaning,Female,South,Gold
C00494,135.78,33.94,4,9,1,0,0,0.0,Cleaning,Female,North,Gold
C00495,291.35,41.62,7,16,1,0,0,0.0,Kitchen,Male,Central,Gold
C00496,704.72,117.45,6,22,1,0,0,0.0,Personal Care,Female,Central,Gold
C00497,473.35,94.67,5,13,1,0,0,0.0,Cleaning,Unknown,West,Gold
C00498,489.64,122.41,4,16,1,0,0,0.0,Kitchen,Male,South,Silver
C00499,549.72,91.62,6,22,1,0,0,0.0,Cleaning,Female,North,Gold
C00500,1150.09,95.84,12,39,1,0,0,0.0,Cleaning,Male,North,Gold
UNKNOWN_CUSTOMER,227.28,113.64,2,15,1,0,0,0.0,Cleaning,Female,South,Bronze
